,Name,Transimission_Type,Engine_Size,Usage_Origin,Year,Price,Make,Model,Car_Age
2060,Volkswagen Sharan Typ 7N,Automatic,1400.0,Kenyan Used,2015,1799999.0,Volkswagen,Sharan Typ 7N,9
2061,Subaru Outback 2.5L/Sunroof,Automatic,2500.0,Foreign Used,2016,3399999.0,Subaru,Outback 2.5L/Sunroof,8
2062,Nissan Sunny Truck B120,Manual,1500.0,Kenyan Used,1995,219999.0,Nissan,Sunny Truck B120,29
2063,"ToyotaLandcruiser Prado J120 ""1Kd""/Sunroof",Automatic,3000.0,Kenyan Used,2007,1999999.0,ToyotaLandcruiser,"Prado J120 ""1Kd""/Sunroof",17
2064,Mazda Cx-5 2.5L,Automatic,2500.0,Foreign Used,2016,3249999.0,Mazda,Cx-5 2.5L,8
2065,Mitsubishi Galant Fortis,Automatic,2000.0,Kenyan Used,2008,999999.0,Mitsubishi,Galant Fortis,16
2066,Nissan Juke,Automatic,1500.0,Kenyan Used,2015,1349999.0,Nissan,Juke,9
2067,Toyota Hiace,Automatic,2700.0,Kenyan Used,2014,2399999.0,Toyota,Hiace,10
2068,Toyota Isis,Automatic,1800.0,Kenyan Used,2012,879999.0,Toyota,Isis,12
2069,Volkswagen Touareg 3.6 Fsi,Automatic,3600.0,Kenyan Used,2012,2749999.0,Volkswagen,Touareg 3.6 Fsi,12
2070,Mazda Cx-5 2.2D Awd,Automatic,2200.0,Kenyan Used,2014,2399999.0,Mazda,Cx-5 2.2D Awd,10
2071,Mitsubishi Outlander,Automatic,2400.0,Kenyan Used,2010,1549999.0,Mitsubishi,Outlander,14
2072,Peugeot Boxer Van,Manual,2200.0,Kenyan Used,2015,2499999.0,Peugeot,Boxer Van,9
2073,Range Rover Sport 3.0 Sdv6 Hse,Automatic,3000.0,Foreign Used,2017,8999999.0,Range Rover,Sport 3.0 Sdv6 Hse,7
2074,Nissan Juke,Automatic,1500.0,Foreign Used,2016,1649999.0,Nissan,Juke,8
2075,Subaru Forester 2.0 Na,Automatic,2000.0,Foreign Used,2016,3299999.0,Subaru,Forester 2.0 Na,8
2076,Nissan Note,Automatic,1200.0,Kenyan Used,2016,1149999.0,Nissan,Note,8
2077,"Audi A6 2.0L Tfsi Quattro ""C7.5""",Automatic,2000.0,Foreign Used,2016,3749999.0,Audi,"A6 2.0L Tfsi Quattro ""C7.5""",8
2078,Subaru Forester,Automatic,2000.0,Foreign Used,2016,3299999.0,Subaru,Forester,8
2079,Toyota Ractis,Automatic,1500.0,Kenyan Used,2008,849999.0,Toyota,Ractis,16
2080,Toyota Harrier,Automatic,2000.0,Kenyan Used,2014,2899999.0,Toyota,Harrier,10
2081,Subaru Legacy,Automatic,2500.0,Kenyan Used,2009,1169999.0,Subaru,Legacy,15
2082,Mercedes Benz Benz Benz E250,Automatic,2000.0,Kenyan Used,2014,3099999.0,Mercedes Benz,Benz Benz E250,10
2083,Nissan Xtrail,Automatic,2000.0,Foreign Used,2016,2499999.0,Nissan,Xtrail,8
2084,Toyota Allion 1.8L,Automatic,1800.0,Kenyan Used,2007,749999.0,Toyota,Allion 1.8L,17
2085,Daihatsu Mira,Automatic,660.0,Foreign Used,2016,890000.0,Daihatsu,Mira,8
2086,"Volvo Xc60 T5 ""Inscription"" Awd",Automatic,2000.0,Foreign Used,2018,5649999.0,Volvo,"Xc60 T5 ""Inscription"" Awd",6
2087,Toyota Hilux D Cab,Automatic,3000.0,Kenyan Used,2008,2049999.0,Toyota,Hilux D Cab,16
2088,Ford Ranger 3.2L(Raptor Kitted),Automatic,3200.0,Foreign Used,2019,7799999.0,Ford,Ranger 3.2L(Raptor Kitted),5
2089,Land Rover Defender 110,Manual,2500.0,Kenyan Used,2010,4199999.0,Land Rover,Defender 110,14
2090,"Audi Q5 2.0T Quattro ""Typ 80A""",Automatic,2000.0,Foreign Used,2017,5349999.0,Audi,"Q5 2.0T Quattro ""Typ 80A""",7
2091,Toyota Succeed,Automatic,1500.0,Foreign Used,2016,1349999.0,Toyota,Succeed,8
2092,Mazda Demio,Automatic,1300.0,Foreign Used,2016,1349999.0,Mazda,Demio,8
2093,Audi A6 2.0L Tfsi,Automatic,2000.0,Kenyan Used,2012,2049999.0,Audi,A6 2.0L Tfsi,12
2094,Peugeot 2008,Automatic,1200.0,Foreign Used,2017,1879999.0,Peugeot,2008,7
2095,Peugeot 308,Automatic,1200.0,Foreign Used,2016,1849999.0,Peugeot,308,8
2096,Honda Fit Hybrid,Automatic,1500.0,Foreign Used,2016,1569999.0,Honda,Fit Hybrid,8
2097,Mitsubishi Fuso F1,Automatic,4000.0,Kenyan Used,2018,3899999.0,Mitsubishi,Fuso F1,6
2098,Peugeot 208,Automatic,1200.0,Foreign Used,2017,1299999.0,Peugeot,208,7
2099,Audi Q5,Automatic,2000.0,Foreign Used,2016,4399999.0,Audi,Q5,8
2100,Audi Q7 3.0Tdi,Automatic,3000.0,Kenyan Used,2007,1799999.0,Audi,Q7 3.0Tdi,17
2101,Isuzu Nqr 5.0L,Manual,5000.0,Kenyan Used,2020,3849999.0,Isuzu,Nqr 5.0L,4
2102,Suzuki Solio,Automatic,1242.0,Kenyan Used,2011,619999.0,Suzuki,Solio,13
2103,Volkswagen Passat Tsi,Automatic,2000.0,Foreign Used,2016,2499999.0,Volkswagen,Passat Tsi,8
2104,"Toyota Fielder ""S""",Automatic,1800.0,Foreign Used,2016,2149999.0,Toyota,"Fielder ""S""",8
2105,Mitsubishi Galant Fortis Sportback  2.0 Ralliart,Automatic,2000.0,Kenyan Used,2014,1449999.0,Mitsubishi,Galant Fortis Sportback  2.0 Ralliart,10
2106,Mercedes Benz Benz Benz Glc 250 4 Matic,Automatic,2000.0,Foreign Used,2016,5999999.0,Mercedes Benz,Benz Benz Glc 250 4 Matic,8
2107,"Audi Q5 2.0T S-Line Quattro ""Typ 8R""",Automatic,2000.0,Foreign Used,2016,4499999.0,Audi,"Q5 2.0T S-Line Quattro ""Typ 8R""",8
2108,Audi A5 2.0T Quattro S-Line,Automatic,2000.0,Foreign Used,2016,3649999.0,Audi,A5 2.0T Quattro S-Line,8
2109,Volvo Xc60 D4/Sunroof,Automatic,2000.0,Foreign Used,2016,3849999.0,Volvo,Xc60 D4/Sunroof,8
2110,Toyota Hiace 2.7L,Automatic,2700.0,Kenyan Used,2012,1479999.0,Toyota,Hiace 2.7L,12
2111,Volvo S60 T3,Automatic,1600.0,Foreign Used,2017,2479999.0,Volvo,S60 T3,7
2112,Toyota Vanguard,Automatic,2400.0,Kenyan Used,2010,1629999.0,Toyota,Vanguard,14
2113,Nissan Latio,Automatic,1500.0,Kenyan Used,2014,869000.0,Nissan,Latio,10
2114,Land Rover Discovery Iv/ Sunroof,Automatic,3000.0,Foreign Used,2016,7199999.0,Land Rover,Discovery Iv/ Sunroof,8
2115,"Toyota Landcruiser ""Zx""",Automatic,4600.0,Kenyan Used,2011,5849999.0,Toyota,"Landcruiser ""Zx""",13
2116,Audi Q3 2.0L Quattro,Automatic,2000.0,Foreign Used,2016,3799999.0,Audi,Q3 2.0L Quattro,8
2117,Toyota Mark X G'S,Automatic,2500.0,Foreign Used,2016,3299999.0,Toyota,Mark X G'S,8
2118,Mazda Verisa,Automatic,1500.0,Kenyan Used,2008,665000.0,Mazda,Verisa,16
2119,Audi A6 2.0L Tfsi,Automatic,2000.0,Kenyan Used,2012,2249999.0,Audi,A6 2.0L Tfsi,12
2120,Mercedes Benz Benz Benz Glc 250 4 Matic /Sunroof,Automatic,2000.0,Foreign Used,2016,5999999.0,Mercedes Benz,Benz Benz Glc 250 4 Matic /Sunroof,8
2121,Subaru Wrx S4,Automatic,2000.0,Kenyan Used,2014,1949999.0,Subaru,Wrx S4,10
2122,Audi A4 2.0L,Automatic,2000.0,Kenyan Used,2013,2249999.0,Audi,A4 2.0L,11
2123,Mazda Atenza 2.2D,Automatic,2200.0,Foreign Used,2016,2549999.0,Mazda,Atenza 2.2D,8
2124,Subaru Outback 'Eyesight Package 2.5',Automatic,2500.0,Foreign Used,2016,3349999.0,Subaru,Outback 'Eyesight Package 2.5',8
2125,Volvo V60 T3,Automatic,1600.0,Foreign Used,2018,2499999.0,Volvo,V60 T3,6
2126,Mazda Cx-5 2.2D,Automatic,2200.0,Foreign Used,2016,2849999.0,Mazda,Cx-5 2.2D,8
2127,Mazda Axela 1.5L,Automatic,1500.0,Foreign Used,2016,1949999.0,Mazda,Axela 1.5L,8
2128,Nissan Dayz,Automatic,660.0,Foreign Used,2016,819999.0,Nissan,Dayz,8
2129,"Toyota Landcruiser Vx 4.5L ""V8"" At",Automatic,4500.0,Kenyan Used,2008,8199999.0,Toyota,"Landcruiser Vx 4.5L ""V8"" At",16
2130,"Toyota Landcruiser Prado J120 ""1Kd""",Automatic,3000.0,Kenyan Used,2005,2349999.0,Toyota,"Landcruiser Prado J120 ""1Kd""",19
2131,Lexus Rx300,Automatic,3000.0,Kenyan Used,2003,950000.0,Lexus,Rx300,21
2132,Mazda Cx-5 2.2D,Automatic,2200.0,Kenyan Used,2014,1980000.0,Mazda,Cx-5 2.2D,10
2133,"Audi Q5 2.0T Quattro ""Typ 8R""",Automatic,2000.0,Foreign Used,2016,4499999.0,Audi,"Q5 2.0T Quattro ""Typ 8R""",8
2134,Peugeot 3008 Gt-Line,Automatic,1600.0,Foreign Used,2017,3849999.0,Peugeot,3008 Gt-Line,7
2135,Audi Q5 2.0T S-Line Quattro,Automatic,2000.0,Foreign Used,2016,4499999.0,Audi,Q5 2.0T S-Line Quattro,8
2136,Mercedes Benz Benz Benz C180,Automatic,1600.0,Kenyan Used,2017,3699999.0,Mercedes Benz,Benz Benz C180,7
2137,Nissan March,Automatic,1200.0,Foreign Used,2016,965000.0,Nissan,March,8
2138,Nissan Note,Automatic,1200.0,Foreign Used,2016,1190000.0,Nissan,Note,8
2139,"Bmw 535I ""F10""",Automatic,3000.0,Kenyan Used,2011,1949999.0,Bmw,"535I ""F10""",13
2140,Nissan March,Automatic,1200.0,Foreign Used,2015,865000.0,Nissan,March,9
2141,Toyota Axio,Automatic,1500.0,Foreign Used,2016,1639999.0,Toyota,Axio,8
2142,Toyota Vitz,Automatic,1300.0,Foreign Used,2016,1259999.0,Toyota,Vitz,8
2143,Toyota Premio,Automatic,1800.0,Foreign Used,2016,2349999.0,Toyota,Premio,8
2144,Toyota Succeed,Automatic,1500.0,Foreign Used,2016,1269999.0,Toyota,Succeed,8
2145,Toyota Harrier/Panoramic Sunroof,Automatic,2000.0,Foreign Used,2016,3749999.0,Toyota,Harrier/Panoramic Sunroof,8
2146,Subaru Forester 2.0 Na,Automatic,2000.0,Kenyan Used,2011,1529999.0,Subaru,Forester 2.0 Na,13
2147,Porsche Cayenne Platinum Edition,Automatic,3600.0,Kenyan Used,2014,4149999.0,Porsche,Cayenne Platinum Edition,10
2148,Toyota Fielder,Automatic,1500.0,Kenyan Used,2015,1335000.0,Toyota,Fielder,9
2149,Peugeot 308,Automatic,1200.0,Foreign Used,2016,1739999.0,Peugeot,308,8
2150,Lexus Is300H,Automatic,2500.0,Foreign Used,2017,3599999.0,Lexus,Is300H,7
2151,Audi Sq5/Panoramic Sunroof,Automatic,3000.0,Foreign Used,2017,5599999.0,Audi,Sq5/Panoramic Sunroof,7
2152,Mercedes Benz Benz Benz Gle 350D Coupe,Automatic,3000.0,Foreign Used,2017,10799999.0,Mercedes Benz,Benz Benz Gle 350D Coupe,7
2153,Mercedes Benz Benz Benz E250,Automatic,2000.0,Kenyan Used,2014,3299999.0,Mercedes Benz,Benz Benz E250,10
2154,Lexus Rx450H,Automatic,3500.0,Kenyan Used,2012,4499999.0,Lexus,Rx450H,12
2155,Daihatsu Move,Automatic,650.0,Foreign Used,2016,839999.0,Daihatsu,Move,8
2156,Honda Fit,Automatic,1300.0,Kenyan Used,2015,1449999.0,Honda,Fit,9
2157,Subaru Outback Eyesight Package 2.5,Automatic,2500.0,Foreign Used,2016,2999999.0,Subaru,Outback Eyesight Package 2.5,8
2158,Ford Ranger,Manual,2500.0,Kenyan Used,2011,1199999.0,Ford,Ranger,13
2159,Passo Moda,Automatic,1000.0,Foreign Used,2016,1279999.0,Passo,Moda,8
2160,Honda Fit Shuttle Hybrid,Automatic,1500.0,Foreign Used,2016,1549999.0,Honda,Fit Shuttle Hybrid,8
2161,Toyota Sienta,Automatic,1500.0,Foreign Used,2016,1499999.0,Toyota,Sienta,8
2162,Honda Vezel Hybrid,Automatic,1500.0,Foreign Used,2016,2599999.0,Honda,Vezel Hybrid,8
2163,"Jeep Grand Cherokee ""Laredo""",Automatic,3600.0,Foreign Used,2016,5549999.0,Jeep,"Grand Cherokee ""Laredo""",8
2164,Mazda Atenza 2.2D,Automatic,2200.0,Foreign Used,2016,2199999.0,Mazda,Atenza 2.2D,8
2165,Mazda Atenza 2.2D,Automatic,2200.0,Foreign Used,2016,2099999.0,Mazda,Atenza 2.2D,8
2166,"Toyota Auris ""Turbo""",Automatic,1200.0,Foreign Used,2016,1899999.0,Toyota,"Auris ""Turbo""",8
2167,Toyota Sienta,Automatic,1500.0,Kenyan Used,2016,1250000.0,Toyota,Sienta,8
2168,Bmw X3 Xdrive20D,Automatic,2000.0,Foreign Used,2016,4099999.0,Bmw,X3 Xdrive20D,8
2169,Suzuki Swift,Automatic,1200.0,Foreign Used,2016,1350000.0,Suzuki,Swift,8
2170,Mazda Demio 1.5L,Automatic,1500.0,Foreign Used,2016,1290000.0,Mazda,Demio 1.5L,8
2171,Nissan Skyline 200Gt,Automatic,2000.0,Kenyan Used,2015,1999999.0,Nissan,Skyline 200Gt,9
2172,"Toyota Landcruiser V8 ""Zx""",Automatic,4600.0,Kenyan Used,2011,6449999.0,Toyota,"Landcruiser V8 ""Zx""",13
2173,Toyota Noah,Automatic,2000.0,Foreign Used,2016,2399999.0,Toyota,Noah,8
2174,Mercedes Benz Benz Benz Gla 250 4 Matic,Automatic,2000.0,Foreign Used,2016,3699999.0,Mercedes Benz,Benz Benz Gla 250 4 Matic,8
2175,Toyota Passo,Automatic,1200.0,Foreign Used,2016,1149999.0,Toyota,Passo,8
2176,Volkswagen Golf Alltrack,Automatic,1800.0,Kenyan Used,2016,2249999.0,Volkswagen,Golf Alltrack,8
2177,Toyota Harrier,Automatic,2000.0,Foreign Used,2017,3849999.0,Toyota,Harrier,7
2178,Mercedes Benz Benz Benz C250,Automatic,2000.0,Foreign Used,2016,4599999.0,Mercedes Benz,Benz Benz C250,8
2179,Toyota Voxy,Automatic,2000.0,Foreign Used,2016,2499999.0,Toyota,Voxy,8
2180,Land Rover Defender 110,Automatic,2500.0,Kenyan Used,2010,4299999.0,Land Rover,Defender 110,14
2181,Toyota Hilux D Cab,Automatic,2400.0,Foreign Used,2018,6199999.0,Toyota,Hilux D Cab,6
2182,Mazda Bongo,Automatic,1500.0,Kenyan Used,2013,829999.0,Mazda,Bongo,11
2183,Toyota Harrier/Panoramic Sunroof,Automatic,2000.0,Foreign Used,2017,3949999.0,Toyota,Harrier/Panoramic Sunroof,7
2184,Daihatsu Move,Automatic,660.0,Foreign Used,2016,859999.0,Daihatsu,Move,8
2185,Toyota Allion 2.0L,Automatic,2000.0,Foreign Used,2016,2449999.0,Toyota,Allion 2.0L,8
2186,Audi A3,Automatic,1400.0,Foreign Used,2016,2399999.0,Audi,A3,8
2187,Subaru Forester 2.0 Na,Automatic,2000.0,Kenyan Used,2000,629999.0,Subaru,Forester 2.0 Na,24
2188,Volkswagen Tiguan,Automatic,1400.0,Foreign Used,2017,3999999.0,Volkswagen,Tiguan,7
2189,Suzuki Ignis Hybrid,Automatic,1200.0,Foreign Used,2016,1349999.0,Suzuki,Ignis Hybrid,8
2190,Hyundai Santa Fe,Automatic,2400.0,Kenyan Used,2014,2849999.0,Hyundai,Santa Fe,10
2191,Subaru Levorg,Automatic,2000.0,Foreign Used,2016,2499999.0,Subaru,Levorg,8
2192,Volkswagen Golf Tsi 1.4L,Automatic,1400.0,Foreign Used,2016,2169999.0,Volkswagen,Golf Tsi 1.4L,8
2193,Mercedes Benz Benz Benz Glc 250 4 Matic /Sunroof,Automatic,2000.0,Foreign Used,2016,6199999.0,Mercedes Benz,Benz Benz Glc 250 4 Matic /Sunroof,8
2194,Nissan Note,Automatic,1200.0,Kenyan Used,2017,1199999.0,Nissan,Note,7
2195,Subaru Forester Xt/Sunroof,Automatic,2000.0,Kenyan Used,2016,3499999.0,Subaru,Forester Xt/Sunroof,8
2196,Toyota Corolla Axio,Automatic,1500.0,Foreign Used,2016,1729999.0,Toyota,Corolla Axio,8
2197,Mazda Atenza 2.2D,Automatic,2200.0,Foreign Used,2016,2349999.0,Mazda,Atenza 2.2D,8
2198,Nissan Teana,Automatic,2000.0,Kenyan Used,2012,1349999.0,Nissan,Teana,12
2199,Toyota Passo,Automatic,1200.0,Kenyan Used,2015,890000.0,Toyota,Passo,9
2200,Volkswagen Golf Tsi,Automatic,1400.0,Foreign Used,2016,2049999.0,Volkswagen,Golf Tsi,8
2201,Toyota Hilux D Cab,Automatic,2400.0,Foreign Used,2018,6299999.0,Toyota,Hilux D Cab,6
2202,Subaru Legacy B4,Automatic,2500.0,Foreign Used,2016,2599999.0,Subaru,Legacy B4,8
2203,Toyota Porte,Automatic,1500.0,Kenyan Used,2011,740000.0,Toyota,Porte,13
2204,Nissan Xtrail,Automatic,2000.0,Foreign Used,2017,2599999.0,Nissan,Xtrail,7
2205,Toyota Vanguard,Automatic,2400.0,Kenyan Used,2012,1799999.0,Toyota,Vanguard,12
2206,Jeep Grand Cherokee Diesel,Automatic,3000.0,Kenyan Used,2016,4999999.0,Jeep,Grand Cherokee Diesel,8
2207,Subaru Exiga Crossover,Automatic,2500.0,Kenyan Used,2016,2250000.0,Subaru,Exiga Crossover,8
2208,Mazda Cx-5,Automatic,2200.0,Foreign Used,2017,3399999.0,Mazda,Cx-5,7
2209,Mazda Axela,Automatic,2200.0,Kenyan Used,2016,1999999.0,Mazda,Axela,8
2210,Audi Q5 S-Line,Automatic,2000.0,Foreign Used,2016,4299999.0,Audi,Q5 S-Line,8
2211,Toyota Isis,Automatic,1800.0,Foreign Used,2016,1750000.0,Toyota,Isis,8
2212,Honda Fit Shuttle Hybrid,Automatic,1500.0,Foreign Used,2016,1699999.0,Honda,Fit Shuttle Hybrid,8
2213,"Toyota Landcruiser ""Zx""",Automatic,4600.0,Kenyan Used,2016,11199999.0,Toyota,"Landcruiser ""Zx""",8
2214,Nissan Note,Automatic,1200.0,Foreign Used,2016,1170000.0,Nissan,Note,8
2215,Peugeot 2008,Automatic,1200.0,Foreign Used,2016,1870000.0,Peugeot,2008,8
2216,Nissan Elgrand,Automatic,2500.0,Kenyan Used,2012,1349999.0,Nissan,Elgrand,12
2217,Mazda Cx-5,Automatic,2200.0,Foreign Used,2017,3649999.0,Mazda,Cx-5,7
2218,Subaru Xv,Automatic,2000.0,Foreign Used,2016,2399999.0,Subaru,Xv,8
2219,Mazda Axela,Automatic,2200.0,Foreign Used,2016,2100000.0,Mazda,Axela,8
2220,Bmw 318I,Automatic,2000.0,Kenyan Used,2004,749999.0,Bmw,318I,20
2221,Mazda Atenza,Automatic,2200.0,Foreign Used,2016,2199999.0,Mazda,Atenza,8
2222,"Toyota Landcruiser ""Zx""",Automatic,4600.0,Foreign Used,2017,11999999.0,Toyota,"Landcruiser ""Zx""",7
2223,Toyota Auris,Automatic,1500.0,Foreign Used,2016,1980000.0,Toyota,Auris,8
2224,Suzuki Jimny Land Adventure,Automatic,660.0,Foreign Used,2016,1950000.0,Suzuki,Jimny Land Adventure,8
2225,Mazda Cx-5,Automatic,2200.0,Foreign Used,2017,3499999.0,Mazda,Cx-5,7
2226,Mazda Cx-5,Automatic,2000.0,Foreign Used,2017,3550000.0,Mazda,Cx-5,7
2227,Audi A5 S Line,Automatic,2000.0,Kenyan Used,2015,2999999.0,Audi,A5 S Line,9
2228,Mercedes Benz Benz Benz Glc 250 4Matic,Automatic,2000.0,Foreign Used,2016,5999999.0,Mercedes Benz,Benz Benz Glc 250 4Matic,8
2229,Audi Q5 S Line,Automatic,2000.0,Foreign Used,2016,4549999.0,Audi,Q5 S Line,8
2230,Volkswagen Golf Variant R-Line,Automatic,1400.0,Foreign Used,2016,2249999.0,Volkswagen,Golf Variant R-Line,8
2231,Bmw X4 Xdrive 20D,Automatic,2000.0,Kenyan Used,2015,2999999.0,Bmw,X4 Xdrive 20D,9
2232,Mitsubishi Outlander,Automatic,2400.0,Foreign Used,2016,3250000.0,Mitsubishi,Outlander,8
2233,Audi Q5,Automatic,2000.0,Foreign Used,2016,4499999.0,Audi,Q5,8
2234,Audi Q5,Automatic,2000.0,Foreign Used,2016,4150000.0,Audi,Q5,8
2235,Mercedes Benz Benz Benz C200,Automatic,2000.0,Kenyan Used,2014,2450000.0,Mercedes Benz,Benz Benz C200,10
2236,Bmw 218I,Automatic,1500.0,Foreign Used,2016,1950000.0,Bmw,218I,8
2237,Bmw X5 X-Drive 35I M Sport,Automatic,3000.0,Kenyan Used,2015,6299999.0,Bmw,X5 X-Drive 35I M Sport,9
2238,Toyota Majesta,Automatic,4300.0,Kenyan Used,2005,999999.0,Toyota,Majesta,19
2239,Volvo V40 T3,Automatic,1600.0,Foreign Used,2016,2049999.0,Volvo,V40 T3,8
2240,Audi Q5 Competition Plus,Automatic,2000.0,Foreign Used,2016,4499999.0,Audi,Q5 Competition Plus,8
2241,Bmw X3 20D,Automatic,2000.0,Foreign Used,2016,4250000.0,Bmw,X3 20D,8
2242,Mercedes Benz Benz Benz Cla 180,Automatic,1600.0,Kenyan Used,2015,3499999.0,Mercedes Benz,Benz Benz Cla 180,9
2243,Peugeot 308,Automatic,1200.0,Foreign Used,2016,1649999.0,Peugeot,308,8
2244,Mercedes Benz Benz Benz C200,Automatic,2000.0,Foreign Used,2016,4449999.0,Mercedes Benz,Benz Benz C200,8
2245,Mazda Cx-5,Automatic,2000.0,Foreign Used,2016,3100000.0,Mazda,Cx-5,8
2246,Nissan Ad Van,Automatic,1500.0,Foreign Used,2015,880000.0,Nissan,Ad Van,9
2247,Audi A4,Automatic,2000.0,Kenyan Used,2015,2349999.0,Audi,A4,9
2248,Jaguar Xj,Automatic,2000.0,Foreign Used,2014,4499999.0,Jaguar,Xj,10
2249,Volkswagen Tiguan,Automatic,1400.0,Foreign Used,2017,3850000.0,Volkswagen,Tiguan,7
2250,Toyota Passo,Automatic,1200.0,Foreign Used,2016,1200000.0,Toyota,Passo,8
2251,Subaru Forester,Automatic,2000.0,Foreign Used,2016,3250000.0,Subaru,Forester,8
2252,Bmw X6 / Sunroof,Automatic,3000.0,Kenyan Used,2009,2499999.0,Bmw,X6 / Sunroof,15
2253,Toyota Passo,Automatic,1000.0,Foreign Used,2017,1149999.0,Toyota,Passo,7
2254,Audi Q5,Automatic,2000.0,Foreign Used,2016,4449999.0,Audi,Q5,8
2255,Toyota Corolla,Automatic,1200.0,Foreign Used,2018,2749999.0,Toyota,Corolla,6
2256,Audi Q5,Automatic,2000.0,Kenyan Used,2015,3350000.0,Audi,Q5,9
2257,Mercedes Benz Benz Benz B180,Automatic,1600.0,Foreign Used,2016,2249999.0,Mercedes Benz,Benz Benz B180,8
2258,Bmw 320I Gt,Automatic,2000.0,Foreign Used,2016,3499999.0,Bmw,320I Gt,8
2259,Toyota Porte,Automatic,1500.0,Foreign Used,2016,1100000.0,Toyota,Porte,8
2260,Audi Q5,Automatic,2000.0,Foreign Used,2016,4599999.0,Audi,Q5,8
2261,Volkswagen Tiquan R-Line,Automatic,1400.0,Foreign Used,2017,4499999.0,Volkswagen,Tiquan R-Line,7
2262,Bmw X3 20D M-Sport,Automatic,2000.0,Foreign Used,2016,4449999.0,Bmw,X3 20D M-Sport,8
2263,Toyota Harrier,Automatic,2000.0,Foreign Used,2020,7499999.0,Toyota,Harrier,4
2264,Volkswagen Golf R Variant,Automatic,2000.0,Foreign Used,2015,3500000.0,Volkswagen,Golf R Variant,9
2265,Volkswagen Passat,Automatic,2000.0,Foreign Used,2016,3450000.0,Volkswagen,Passat,8
2266,Audi Q7,Automatic,3000.0,Kenyan Used,2007,2599999.0,Audi,Q7,17
2267,Honda Shuttle,Automatic,1500.0,Foreign Used,2016,1700000.0,Honda,Shuttle,8
2268,Volvo V40 T3,Automatic,1600.0,Foreign Used,2016,2200000.0,Volvo,V40 T3,8
2269,Toyota Hiace,Automatic,3000.0,Kenyan Used,2010,1250000.0,Toyota,Hiace,14
2270,Mercedes Benz Benz Benz C200,Automatic,2000.0,Foreign Used,2016,3899999.0,Mercedes Benz,Benz Benz C200,8
2271,Volkswagen Golf Alltrack,Automatic,1800.0,Kenyan Used,2016,2350000.0,Volkswagen,Golf Alltrack,8
2272,Nissan Note,Automatic,1200.0,Foreign Used,2017,1350000.0,Nissan,Note,7
2273,Audi Q5,Automatic,2000.0,Kenyan Used,2016,4400000.0,Audi,Q5,8
2274,Nissan Juke,Automatic,1500.0,Foreign Used,2016,1850000.0,Nissan,Juke,8
2275,Audi A5 Quattro,Automatic,2000.0,Foreign Used,2016,3599999.0,Audi,A5 Quattro,8
2276,Nissan Note Medalist,Automatic,1200.0,Foreign Used,2016,1150000.0,Nissan,Note Medalist,8
2277,Audi A3,Automatic,1800.0,Foreign Used,2016,2349999.0,Audi,A3,8
2278,Audi Q5,Automatic,2000.0,Foreign Used,2017,4749000.0,Audi,Q5,7
2279,Toyota Alphard,Automatic,2400.0,Kenyan Used,2010,1550000.0,Toyota,Alphard,14
2280,Nissan Xtrail Hybrid,Automatic,2000.0,Foreign Used,2016,2450000.0,Nissan,Xtrail Hybrid,8
2281,Volkswagen Touareg,Automatic,3000.0,Kenyan Used,2014,4799999.0,Volkswagen,Touareg,10
2282,Audi Q7,Automatic,3000.0,Kenyan Used,2011,3250000.0,Audi,Q7,13
2283,Audi A4,Automatic,2000.0,Foreign Used,2016,3150000.0,Audi,A4,8
2284,Toyota Premio,Automatic,1800.0,Foreign Used,2015,2250000.0,Toyota,Premio,9
2285,Range Rover Vogue Autobiography,Automatic,4400.0,Foreign Used,2014,9999999.0,Range Rover,Vogue Autobiography,10
2286,Nissan Juke Nismo,Automatic,1600.0,Kenyan Used,2013,1250000.0,Nissan,Juke Nismo,11
2287,Bmw X3 X-Drive 35I,Automatic,3000.0,Kenyan Used,2013,3199999.0,Bmw,X3 X-Drive 35I,11
2288,Nissan Note,Automatic,1200.0,Foreign Used,2015,979999.0,Nissan,Note,9
2289,Subaru Legacy B4,Automatic,2500.0,Kenyan Used,2015,1999999.0,Subaru,Legacy B4,9
2290,Volkswagen Golf Alltrack,Automatic,1800.0,Foreign Used,2016,2299999.0,Volkswagen,Golf Alltrack,8
2291,Toyota Harrier,Automatic,2000.0,Foreign Used,2017,3850000.0,Toyota,Harrier,7
2292,Honda Jade,Automatic,1500.0,Foreign Used,2016,2099999.0,Honda,Jade,8
2293,Audi Q5 S Line,Automatic,2000.0,Foreign Used,2016,4350000.0,Audi,Q5 S Line,8
2294,Bmw X3 Xdrive 20D,Automatic,2000.0,Foreign Used,2016,3799999.0,Bmw,X3 Xdrive 20D,8
2295,Toyota Hilux,Manual,2800.0,Kenyan Used,1995,749999.0,Toyota,Hilux,29
2296,Subaru Outback,Automatic,2500.0,Kenyan Used,2015,2899999.0,Subaru,Outback,9
2297,Mazda Bongo,Automatic,1500.0,Kenyan Used,2012,849999.0,Mazda,Bongo,12
2298,Lexus Lx570,Automatic,5700.0,Kenyan Used,2015,9250000.0,Lexus,Lx570,9
2299,Toyota Harrier,Automatic,2000.0,Kenyan Used,2016,3899999.0,Toyota,Harrier,8
2300,Jeep Grand Cherokee,Automatic,3000.0,Kenyan Used,2013,4249000.0,Jeep,Grand Cherokee,11
