,Name,Transimission_Type,Engine_Size,Usage_Origin,Year,Price,Make,Model,Car_Age
1842,Volvo V40 T5 R-Design,Automatic,2500.0,Foreign Used,2017,2699999.0,Volvo,V40 T5 R-Design,7
1843,Volkswagen Golf Gti Mk7.5 / Sunroof,Automatic,2000.0,Foreign Used,2018,3699999.0,Volkswagen,Golf Gti Mk7.5 / Sunroof,6
1844,Volkswagen Golf Gti Mk7 / Sunroof,Automatic,2000.0,Foreign Used,2017,3249999.0,Volkswagen,Golf Gti Mk7 / Sunroof,7
1845,Audi A4 B9 Quattro Allroad Spec,Automatic,2000.0,Foreign Used,2017,4499999.0,Audi,A4 B9 Quattro Allroad Spec,7
1846,Volkswagen Up!,Automatic,1000.0,Foreign Used,2016,1599999.0,Volkswagen,Up!,8
1847,Audi A5,Automatic,2000.0,Kenyan Used,2013,2299999.0,Audi,A5,11
1848,Volkswagen Golf Gti,Automatic,2000.0,Kenyan Used,2015,2449999.0,Volkswagen,Golf Gti,9
1849,Volvo V60 D4 R-Design,Automatic,2000.0,Foreign Used,2016,2599999.0,Volvo,V60 D4 R-Design,8
1850,Toyota Celica,Manual,1800.0,Kenyan Used,1999,865000.0,Toyota,Celica,25
1851,Mercedes Benz Benz Benz C200 /Sunroof,Automatic,2000.0,Foreign Used,2017,4699999.0,Mercedes Benz,Benz Benz C200 /Sunroof,7
1852,Toyota Probox,Automatic,1500.0,Kenyan Used,2015,1119999.0,Toyota,Probox,9
1853,Mercedes Benz Benz Benz E250,Automatic,2000.0,Kenyan Used,2014,2999999.0,Mercedes Benz,Benz Benz E250,10
1854,Toyota Mark X,Automatic,2500.0,Kenyan Used,2010,1299999.0,Toyota,Mark X,14
1855,Toyota Vitz,Automatic,1300.0,Foreign Used,2015,1449999.0,Toyota,Vitz,9
1856,Nissan Note,Automatic,1200.0,Kenyan Used,2011,719999.0,Nissan,Note,13
1857,Nissan Note Medalist,Automatic,1200.0,Foreign Used,2016,1299999.0,Nissan,Note Medalist,8
1858,Subaru Forester,Automatic,2000.0,Foreign Used,2016,3649999.0,Subaru,Forester,8
1859,Renault Duster,Automatic,1600.0,Kenyan Used,2017,1449999.0,Renault,Duster,7
1860,Lexus Nx200T/Sunroof,Automatic,2000.0,Foreign Used,2015,5149999.0,Lexus,Nx200T/Sunroof,9
1861,Toyota Landcruiser Prado J120,Automatic,3000.0,Kenyan Used,2005,1799999.0,Toyota,Landcruiser Prado J120,19
1862,Mercedes Benz Benz Benz Glc 250,Automatic,2000.0,Foreign Used,2016,6349999.0,Mercedes Benz,Benz Benz Glc 250,8
1863,Subaru Forester 2.0 Na,Automatic,2000.0,Foreign Used,2016,3249999.0,Subaru,Forester 2.0 Na,8
1864,Volvo Xc60 D4 'Classic' /Sunroof,Automatic,2000.0,Foreign Used,2016,3749999.0,Volvo,Xc60 D4 'Classic' /Sunroof,8
1865,Range Rover Sport 3.0L Sdv6 / Pano Sunroof,Automatic,3000.0,Foreign Used,2016,9699999.0,Range Rover,Sport 3.0L Sdv6 / Pano Sunroof,8
1866,Toyota Probox,Automatic,1500.0,Foreign Used,2016,1149999.0,Toyota,Probox,8
1867,Citroen Ds4 1.6 Turbo,Automatic,1600.0,Foreign Used,2017,2149999.0,Citroen,Ds4 1.6 Turbo,7
1868,Audi A5,Automatic,2000.0,Foreign Used,2016,3349999.0,Audi,A5,8
1869,"Bmw 740I ""G11"" Pure Excellence",Automatic,3000.0,Foreign Used,2017,7799999.0,Bmw,"740I ""G11"" Pure Excellence",7
1870,Peugeot 2008 Gt-Line,Automatic,1200.0,Foreign Used,2017,1999999.0,Peugeot,2008 Gt-Line,7
1871,Audi A3,Automatic,1400.0,Foreign Used,2016,2599999.0,Audi,A3,8
1872,Toyota Landcruiser Prado Tx,Automatic,2700.0,Kenyan Used,2009,2899999.0,Toyota,Landcruiser Prado Tx,15
1873,Range Rover Vogue 3.0L Tdv6 Hse,Automatic,3000.0,Kenyan Used,2013,8849999.0,Range Rover,Vogue 3.0L Tdv6 Hse,11
1874,Mercedes Benz Benz Benz Ml350 / Panoramic Sunroof,Automatic,3000.0,Kenyan Used,2014,5649999.0,Mercedes Benz,Benz Benz Ml350 / Panoramic Sunroof,10
1875,Audi A5,Automatic,2000.0,Foreign Used,2016,3599999.0,Audi,A5,8
1876,Volkswagen Tiguan 1.4Tsi,Automatic,1400.0,Kenyan Used,2016,2899999.0,Volkswagen,Tiguan 1.4Tsi,8
1877,Mitsubishi Canter,Automatic,3000.0,Kenyan Used,2014,2149999.0,Mitsubishi,Canter,10
1878,Mazda Mpv,Automatic,2300.0,Kenyan Used,2013,1049999.0,Mazda,Mpv,11
1879,Audi A1,Automatic,1000.0,Foreign Used,2015,1549999.0,Audi,A1,9
1880,Mercedes Benz Benz Benz Ml250,Automatic,2100.0,Kenyan Used,2014,4899999.0,Mercedes Benz,Benz Benz Ml250,10
1881,Toyota Belta,Automatic,1300.0,Kenyan Used,2012,799999.0,Toyota,Belta,12
1882,Mazda Atenza 2.5L,Automatic,2500.0,Foreign Used,2016,2499999.0,Mazda,Atenza 2.5L,8
1883,Ford Ranger 3.2L,Automatic,3200.0,Kenyan Used,2013,2899999.0,Ford,Ranger 3.2L,11
1884,Nissan Dayz,Automatic,660.0,Foreign Used,2016,869999.0,Nissan,Dayz,8
1885,Audi Q3 2.0L Quattro,Automatic,2000.0,Foreign Used,2016,3699999.0,Audi,Q3 2.0L Quattro,8
1886,Nissan Nv200,Automatic,1500.0,Kenyan Used,2016,1199999.0,Nissan,Nv200,8
1887,Toyota Harrier 'Elegance',Automatic,2000.0,Foreign Used,2017,3299999.0,Toyota,Harrier 'Elegance',7
1888,Volkswagen Golf Tsi 1.2L,Automatic,1200.0,Kenyan Used,2012,949999.0,Volkswagen,Golf Tsi 1.2L,12
1889,Honda Fit Shuttle Hybrid,Automatic,1500.0,Foreign Used,2017,1789999.0,Honda,Fit Shuttle Hybrid,7
1890,Renault Lutecia,Automatic,1200.0,Foreign Used,2016,1399999.0,Renault,Lutecia,8
1891,Subaru Legacy,Automatic,2500.0,Kenyan Used,2011,1349999.0,Subaru,Legacy,13
1892,Volvo S60 T3,Automatic,1500.0,Foreign Used,2017,2449999.0,Volvo,S60 T3,7
1893,Bmw X4 Xdrive 28I 'Blackout Edition' / Sunroof,Automatic,2000.0,Foreign Used,2017,5349999.0,Bmw,X4 Xdrive 28I 'Blackout Edition' / Sunroof,7
1894,Audi A5,Automatic,2000.0,Foreign Used,2017,4599999.0,Audi,A5,7
1895,Audi A7 2.0T Sportback Quattro,Automatic,2000.0,Foreign Used,2017,4749999.0,Audi,A7 2.0T Sportback Quattro,7
1896,Audi Q5 2.0T S-Line Quattro,Automatic,2000.0,Foreign Used,2017,5199999.0,Audi,Q5 2.0T S-Line Quattro,7
1897,"Bmw X4 ""F26"" Xdrive 28I M-Sport",Automatic,2000.0,Foreign Used,2017,5199999.0,Bmw,"X4 ""F26"" Xdrive 28I M-Sport",7
1898,Isuzu Trooper / Manual,Manual,2800.0,Kenyan Used,1989,919999.0,Isuzu,Trooper / Manual,35
1899,Nissan Note,Automatic,1200.0,Foreign Used,2016,1129999.0,Nissan,Note,8
1900,Bmw X3 Xdrive 20D M-Sport,Automatic,2000.0,Foreign Used,2016,3449999.0,Bmw,X3 Xdrive 20D M-Sport,8
1901,Audi Q5 2.0T Quattro S-Line 'Typ 80A',Automatic,2000.0,Foreign Used,2017,5349999.0,Audi,Q5 2.0T Quattro S-Line 'Typ 80A',7
1902,Volkswagen Golf Tsi 1.2L,Automatic,1200.0,Kenyan Used,2016,1649999.0,Volkswagen,Golf Tsi 1.2L,8
1903,Mazda Demio 1.5L,Automatic,1500.0,Foreign Used,2016,1329999.0,Mazda,Demio 1.5L,8
1904,Nissan Note,Automatic,1200.0,Foreign Used,2016,1029999.0,Nissan,Note,8
1905,Mazda Cx-5 2.2D,Automatic,2200.0,Kenyan Used,2016,2449999.0,Mazda,Cx-5 2.2D,8
1906,Toyota Fielder Hybrid,Automatic,1500.0,Foreign Used,2016,1799999.0,Toyota,Fielder Hybrid,8
1907,Mercedes Benz Benz Benz C180 Kompressor,Automatic,1600.0,Kenyan Used,2009,1399999.0,Mercedes Benz,Benz Benz C180 Kompressor,15
1908,Suzuki S Cross S×4,Automatic,1600.0,Foreign Used,2018,2399999.0,Suzuki,S Cross S×4,6
1909,Mercedes Benz Benz Benz C200 Cgi 'Avantgarde',Automatic,1800.0,Kenyan Used,2010,1599999.0,Mercedes Benz,Benz Benz C200 Cgi 'Avantgarde',14
1910,Mazda Cx-5 2.5L Awd,Automatic,2500.0,Foreign Used,2017,3449999.0,Mazda,Cx-5 2.5L Awd,7
1911,"Subaru Levorg 1.6L Turbo ""Vm"" Advanced Package",Automatic,1600.0,Foreign Used,2016,2149999.0,Subaru,"Levorg 1.6L Turbo ""Vm"" Advanced Package",8
1912,Mercedes Benz Benz Benz C200 / Panoramic Sunroof,Automatic,2000.0,Kenyan Used,2016,4549999.0,Mercedes Benz,Benz Benz C200 / Panoramic Sunroof,8
1913,Volkswagen Passat 1.4 Tsi,Automatic,1400.0,Kenyan Used,2011,1349999.0,Volkswagen,Passat 1.4 Tsi,13
1914,Toyota Noah,Automatic,2000.0,Foreign Used,2016,2549999.0,Toyota,Noah,8
1915,Volkswagen Golf Variant 1.4L,Automatic,1400.0,Foreign Used,2016,2099999.0,Volkswagen,Golf Variant 1.4L,8
1916,Toyota Harrier / Modellista Bodykit,Automatic,2000.0,Kenyan Used,2015,3199999.0,Toyota,Harrier / Modellista Bodykit,9
1917,Mazda Atenza 2.5L,Automatic,2500.0,Foreign Used,2016,2249999.0,Mazda,Atenza 2.5L,8
1918,Mazda Cx-5 2.2D Awd,Automatic,2200.0,Foreign Used,2017,3649999.0,Mazda,Cx-5 2.2D Awd,7
1919,Nissan Note,Automatic,1200.0,Kenyan Used,2014,859999.0,Nissan,Note,10
1920,Nissan Serena,Automatic,2000.0,Foreign Used,2016,1679999.0,Nissan,Serena,8
1921,Nissan Latio,Automatic,1200.0,Kenyan Used,2015,999999.0,Nissan,Latio,9
1922,Mazda Cx-3 1.5D,Automatic,1500.0,Kenyan Used,2016,1869999.0,Mazda,Cx-3 1.5D,8
1923,Toyota Harrier,Automatic,2400.0,Kenyan Used,2007,1349999.0,Toyota,Harrier,17
1924,Toyota Harrier,Automatic,2400.0,Kenyan Used,2009,1549999.0,Toyota,Harrier,15
1925,Mazda Cx-5 2.2D,Automatic,2200.0,Foreign Used,2017,3499999.0,Mazda,Cx-5 2.2D,7
1926,Audi Q5 2.0T Quattro S-Line,Automatic,2000.0,Foreign Used,2016,4299999.0,Audi,Q5 2.0T Quattro S-Line,8
1927,Suzuki Alto,Automatic,660.0,Kenyan Used,2015,529999.0,Suzuki,Alto,9
1928,"Bmw X1 Sdrive18I M- Sport ""F48"" / Panoramic Sunroof",Automatic,1500.0,Foreign Used,2016,3549999.0,Bmw,"X1 Sdrive18I M- Sport ""F48"" / Panoramic Sunroof",8
1929,Mazda Bongo,Automatic,1500.0,Kenyan Used,2010,564999.0,Mazda,Bongo,14
1930,Mercedes Benz Benz Benz Ml350,Automatic,3500.0,Kenyan Used,2007,1799999.0,Mercedes Benz,Benz Benz Ml350,17
1931,Volkswagen Golf Tsi 1.4L,Automatic,1400.0,Kenyan Used,2015,1649999.0,Volkswagen,Golf Tsi 1.4L,9
1932,Mazda Cx-5 2.2D/Sunroof,Automatic,2200.0,Foreign Used,2016,2799999.0,Mazda,Cx-5 2.2D/Sunroof,8
1933,Nissan Primera,Manual,1600.0,Kenyan Used,2001,299999.0,Nissan,Primera,23
1934,Toyota Rumion 1.8S,Automatic,1800.0,Kenyan Used,2010,919999.0,Toyota,Rumion 1.8S,14
1935,Toyota Crown 3.5L V6 Hybrid,Automatic,3500.0,Kenyan Used,2012,1649999.0,Toyota,Crown 3.5L V6 Hybrid,12
1936,Ford Ranger 'Wildtrak' 3.2L,Automatic,3200.0,Foreign Used,2017,5999999.0,Ford,Ranger 'Wildtrak' 3.2L,7
1937,Range Rover Velar 2.0L D240,Automatic,2000.0,Foreign Used,2018,11499999.0,Range Rover,Velar 2.0L D240,6
1938,Ford Ranger 'Wildtrak' 3.2L,Automatic,3200.0,Kenyan Used,2015,3599999.0,Ford,Ranger 'Wildtrak' 3.2L,9
1939,Subaru Legacy B4 2.5I Limited,Automatic,2500.0,Foreign Used,2016,2249999.0,Subaru,Legacy B4 2.5I Limited,8
1940,Subaru Legacy,Automatic,2500.0,Kenyan Used,2012,1249999.0,Subaru,Legacy,12
1941,Nissan Serena,Automatic,2000.0,Kenyan Used,2014,1249999.0,Nissan,Serena,10
1942,Mercedes Benz Benz Benz E220D /Sunroof,Automatic,2100.0,Foreign Used,2016,5699999.0,Mercedes Benz,Benz Benz E220D /Sunroof,8
1943,Subaru Forester 2.0 Na,Automatic,2000.0,Foreign Used,2016,2849999.0,Subaru,Forester 2.0 Na,8
1944,Land Rover Discovery Iv 'Landmark'/ 3-Zone Sunroof,Automatic,3000.0,Foreign Used,2016,7499999.0,Land Rover,Discovery Iv 'Landmark'/ 3-Zone Sunroof,8
1945,Nissan Datsun 2.7L,Manual,2700.0,Kenyan Used,1994,699999.0,Nissan,Datsun 2.7L,30
1946,Nissan Xtrail,Automatic,2000.0,Kenyan Used,2016,2399999.0,Nissan,Xtrail,8
1947,Toyota Axio 1.5L,Automatic,1500.0,Foreign Used,2016,1799999.0,Toyota,Axio 1.5L,8
1948,Bmw X3 M-Sport Xdrive20D  / Panoramic Sunroof,Automatic,2000.0,Foreign Used,2016,4649999.0,Bmw,X3 M-Sport Xdrive20D  / Panoramic Sunroof,8
1949,Audi Q5 2.0T Quattro /Sunroof,Automatic,2000.0,Foreign Used,2017,4849999.0,Audi,Q5 2.0T Quattro /Sunroof,7
1950,Mazda Axela,Automatic,2200.0,Foreign Used,2016,2049999.0,Mazda,Axela,8
1951,Audi Q3,Automatic,1400.0,Foreign Used,2016,3449999.0,Audi,Q3,8
1952,Toyota Auris,Automatic,1200.0,Foreign Used,2016,1899999.0,Toyota,Auris,8
1953,Nissan Xtrail,Automatic,2000.0,Foreign Used,2016,2549999.0,Nissan,Xtrail,8
1954,Mercedes Benz Benz Benz Glc 250 4 Matic Amg-Line,Automatic,2000.0,Foreign Used,2017,4999999.0,Mercedes Benz,Benz Benz Glc 250 4 Matic Amg-Line,7
1955,Nissan Dayz,Automatic,660.0,Foreign Used,2016,779999.0,Nissan,Dayz,8
1956,Mazda Demio 1.5L,Automatic,1500.0,Foreign Used,2016,1349999.0,Mazda,Demio 1.5L,8
1957,Toyota Landcruiser Prado Tx,Automatic,2700.0,Kenyan Used,2012,2749999.0,Toyota,Landcruiser Prado Tx,12
1958,Nissan March,Automatic,1200.0,Kenyan Used,2012,369999.0,Nissan,March,12
1959,Toyota Harrier/Panoramic Sunroof,Automatic,2000.0,Foreign Used,2015,3299999.0,Toyota,Harrier/Panoramic Sunroof,9
1960,Nissan Note,Automatic,1200.0,Foreign Used,2016,1099999.0,Nissan,Note,8
1961,Volkswagen Golf Variant 1.2L,Automatic,1200.0,Foreign Used,2016,1999999.0,Volkswagen,Golf Variant 1.2L,8
1962,Audi Sq5 3.0T V6 Quattro/Panoramic Sunroof,Automatic,3000.0,Kenyan Used,2016,5199999.0,Audi,Sq5 3.0T V6 Quattro/Panoramic Sunroof,8
1963,Range Rover Sport 3.0L Supercharged V6 / Sunroof,Automatic,3000.0,Kenyan Used,2015,8499999.0,Range Rover,Sport 3.0L Supercharged V6 / Sunroof,9
1964,Mercedes Benz Benz Benz C200,Automatic,1800.0,Kenyan Used,2012,2099999.0,Mercedes Benz,Benz Benz C200,12
1965,Audi A4 2.0L Avant,Automatic,2000.0,Kenyan Used,2015,2349999.0,Audi,A4 2.0L Avant,9
1966,Toyota Esquire / Hybrid,Automatic,1800.0,Foreign Used,2016,2649999.0,Toyota,Esquire / Hybrid,8
1967,Suzuki Alto,Automatic,660.0,Kenyan Used,2015,739999.0,Suzuki,Alto,9
1968,Mitsubishi Outlander/ 7 Seater,Automatic,2400.0,Foreign Used,2016,3449999.0,Mitsubishi,Outlander/ 7 Seater,8
1969,Porsche Cayenne 3.6 V6 'Typ 92A',Automatic,3600.0,Kenyan Used,2016,6599999.0,Porsche,Cayenne 3.6 V6 'Typ 92A',8
1970,Toyota Agya 1.0L,Automatic,1000.0,Kenyan Used,2019,1099999.0,Toyota,Agya 1.0L,5
1971,Subaru Forester 2.0 Na,Automatic,2000.0,Kenyan Used,2014,2599999.0,Subaru,Forester 2.0 Na,10
1972,Peugeot 308,Automatic,1200.0,Foreign Used,2016,2049999.0,Peugeot,308,8
1973,Toyota Landcruiser 'Vx' Uzj100 / 7 Seats / Sunroof,Automatic,4700.0,Kenyan Used,2000,2349999.0,Toyota,Landcruiser 'Vx' Uzj100 / 7 Seats / Sunroof,24
1974,Subaru Legacy 2.5L Na,Automatic,2500.0,Kenyan Used,2012,1299999.0,Subaru,Legacy 2.5L Na,12
1975,Nissan Skyline 200Gt-T,Automatic,2000.0,Foreign Used,2016,2499999.0,Nissan,Skyline 200Gt-T,8
1976,Toyota Passo,Automatic,1000.0,Kenyan Used,2013,649999.0,Toyota,Passo,11
1977,Volvo Xc90 T5 Awd / Panoramic Sunroof,Automatic,2000.0,Foreign Used,2017,7199999.0,Volvo,Xc90 T5 Awd / Panoramic Sunroof,7
1978,Toyota Crown Hybrid,Automatic,2500.0,Kenyan Used,2013,1499999.0,Toyota,Crown Hybrid,11
1979,Audi Q7 S-Line 3.0Tdi Quattro/Pano Sunroof/Air Suspension,Automatic,3000.0,Kenyan Used,2007,1949999.0,Audi,Q7 S-Line 3.0Tdi Quattro/Pano Sunroof/Air Suspension,17
1980,Toyota Quest 1.6L,Automatic,1600.0,Kenyan Used,2015,1149999.0,Toyota,Quest 1.6L,9
1981,Nissan Xtrail Hybrid / 7 Seats / Panoramic Sunroof,Automatic,2000.0,Foreign Used,2016,2999999.0,Nissan,Xtrail Hybrid / 7 Seats / Panoramic Sunroof,8
1982,Audi A3 2.0L Fsi,Automatic,2000.0,Kenyan Used,2006,649999.0,Audi,A3 2.0L Fsi,18
1983,Bmw M135I 3.0L 'N55B30'/Stage One Tune,Automatic,3000.0,Kenyan Used,2015,4149999.0,Bmw,M135I 3.0L 'N55B30'/Stage One Tune,9
1984,Volvo Xc60 D4/Sunroof,Automatic,2000.0,Foreign Used,2016,4189999.0,Volvo,Xc60 D4/Sunroof,8
1985,Range Rover Sport 3.0L Supercharged V6,Automatic,3000.0,Foreign Used,2016,9499999.0,Range Rover,Sport 3.0L Supercharged V6,8
1986,Toyota Caldina,Automatic,2000.0,Kenyan Used,2007,719999.0,Toyota,Caldina,17
1987,Mazda Demio 1.3L,Manual,1300.0,Kenyan Used,2010,565000.0,Mazda,Demio 1.3L,14
1988,Toyota Fortuner,Manual,2800.0,Kenyan Used,2016,5949999.0,Toyota,Fortuner,8
1989,"Toyota Landcruiser V8 ""Zx"" /Sunroof",Automatic,4600.0,Kenyan Used,2010,4699999.0,Toyota,"Landcruiser V8 ""Zx"" /Sunroof",14
1990,Mazda Cx-3 1.5D Awd,Automatic,1500.0,Kenyan Used,2016,1729999.0,Mazda,Cx-3 1.5D Awd,8
1991,Toyota Landcruiser Prado Tx Gdj150 / Sunroof,Automatic,2800.0,Kenyan Used,2017,7599999.0,Toyota,Landcruiser Prado Tx Gdj150 / Sunroof,7
1992,Toyota Hilux D Cab,Manual,2500.0,Kenyan Used,2018,3999999.0,Toyota,Hilux D Cab,6
1993,Nissan Xtrail,Automatic,2000.0,Kenyan Used,2006,499999.0,Nissan,Xtrail,18
1994,Toyota Fielder Hybrid,Automatic,1500.0,Foreign Used,2016,1529999.0,Toyota,Fielder Hybrid,8
1995,Subaru Outback,Automatic,2500.0,Kenyan Used,2004,849999.0,Subaru,Outback,20
1996,Nissan Note Medalist,Automatic,1200.0,Kenyan Used,2013,859999.0,Nissan,Note Medalist,11
1997,Toyota Toyoace 3.0L,Manual,3000.0,Kenyan Used,2001,749999.0,Toyota,Toyoace 3.0L,23
1998,Subaru Impreza G4,Automatic,2000.0,Foreign Used,2015,1999999.0,Subaru,Impreza G4,9
1999,Nissan Xtrail /Hybrid,Automatic,2000.0,Foreign Used,2016,2589999.0,Nissan,Xtrail /Hybrid,8
2000,Land Rover Discovery Iv 'Landmark'/ 3-Zone Sunroof,Automatic,3000.0,Kenyan Used,2016,7299999.0,Land Rover,Discovery Iv 'Landmark'/ 3-Zone Sunroof,8
2001,Mitsubishi Ek Wagon,Automatic,660.0,Kenyan Used,2015,819999.0,Mitsubishi,Ek Wagon,9
2002,"Mercedes Benz Benz Benz C200 ""W205""",Automatic,2000.0,Foreign Used,2016,3999999.0,Mercedes Benz,"Benz Benz C200 ""W205""",8
2003,Mercedes Benz Benz Benz E300/Sunroof,Automatic,3000.0,Kenyan Used,2010,2249999.0,Mercedes Benz,Benz Benz E300/Sunroof,14
2004,Mitsubishi Galant Fortis Sportback,Automatic,2000.0,Kenyan Used,2014,1469999.0,Mitsubishi,Galant Fortis Sportback,10
2005,Bmw 235I/Stage Ii Tune,Automatic,3000.0,Kenyan Used,2014,3649999.0,Bmw,235I/Stage Ii Tune,10
2006,Suzuki Wagon R,Automatic,660.0,Foreign Used,2016,879999.0,Suzuki,Wagon R,8
2007,Nissan Xtrail,Automatic,2000.0,Kenyan Used,2015,2049999.0,Nissan,Xtrail,9
2008,Bmw 525I,Automatic,2500.0,Kenyan Used,2005,1399999.0,Bmw,525I,19
2009,Mercedes Benz Benz Benz Gle 450H 4Matic,Automatic,3000.0,Foreign Used,2019,14999999.0,Mercedes Benz,Benz Benz Gle 450H 4Matic,5
2010,Porsche Macan S,Automatic,3000.0,Foreign Used,2017,5899999.0,Porsche,Macan S,7
2011,Audi A4 2.0L S-Line,Automatic,2000.0,Foreign Used,2016,2749999.0,Audi,A4 2.0L S-Line,8
2012,Nissan Note Nismo S,Manual,1600.0,Foreign Used,2015,1449999.0,Nissan,Note Nismo S,9
2013,Toyota Vitz Rs 1.5L,Automatic,1500.0,Kenyan Used,2008,679999.0,Toyota,Vitz Rs 1.5L,16
2014,Mercedes Benz Benz Benz Glc 250 4 Matic,Automatic,2000.0,Foreign Used,2016,5799999.0,Mercedes Benz,Benz Benz Glc 250 4 Matic,8
2015,Toyota Landcruiser Prado Tx/Sunroof,Automatic,2700.0,Kenyan Used,2015,3949999.0,Toyota,Landcruiser Prado Tx/Sunroof,9
2016,Toyota Vanguard,Automatic,2400.0,Kenyan Used,2012,1899999.0,Toyota,Vanguard,12
2017,Subaru Levorg,Automatic,1600.0,Kenyan Used,2016,1899999.0,Subaru,Levorg,8
2018,Mercedes Benz Benz Benz C200/Sunroof,Automatic,2000.0,Foreign Used,2016,4599999.0,Mercedes Benz,Benz Benz C200/Sunroof,8
2019,Toyota Hilux D Cab,Manual,2500.0,Kenyan Used,2010,2099999.0,Toyota,Hilux D Cab,14
2020,Lexus Gs350,Automatic,3500.0,Kenyan Used,2010,1299999.0,Lexus,Gs350,14
2021,Faw Fighter,Automatic,3200.0,Kenyan Used,2014,1549999.0,Faw,Fighter,10
2022,Porsche Cayenne 3.6 V6,Automatic,3600.0,Kenyan Used,2012,3799999.0,Porsche,Cayenne 3.6 V6,12
2023,Toyota Porte,Automatic,1300.0,Foreign Used,2016,1099999.0,Toyota,Porte,8
2024,Toyota Harrier,Automatic,2400.0,Kenyan Used,2007,1369999.0,Toyota,Harrier,17
2025,Volkswagen Touareg 3.6 V6,Automatic,3600.0,Kenyan Used,2008,1919999.0,Volkswagen,Touareg 3.6 V6,16
2026,Mazda Cx-5 2.2D Awd,Automatic,2200.0,Kenyan Used,2015,1999999.0,Mazda,Cx-5 2.2D Awd,9
2027,Toyota Allion 1.8L,Automatic,1800.0,Kenyan Used,2007,629999.0,Toyota,Allion 1.8L,17
2028,"Audi A6 2.0L Tfsi  ""C7.5""",Automatic,2000.0,Kenyan Used,2015,3249999.0,Audi,"A6 2.0L Tfsi  ""C7.5""",9
2029,Mazda Axela,Automatic,1500.0,Kenyan Used,2015,1849999.0,Mazda,Axela,9
2030,Nissan Xtrail,Automatic,2000.0,Foreign Used,2016,2599999.0,Nissan,Xtrail,8
2031,Lexus Rx300,Automatic,3000.0,Kenyan Used,2004,919999.0,Lexus,Rx300,20
2032,Honda Fit Hybrid,Automatic,1500.0,Foreign Used,2016,1489999.0,Honda,Fit Hybrid,8
2033,Chevrolet Aveo,Automatic,1200.0,Kenyan Used,2002,489999.0,Chevrolet,Aveo,22
2034,"Porsche Cayenne Gts ""Type 92A""",Automatic,3600.0,Foreign Used,2015,8899999.0,Porsche,"Cayenne Gts ""Type 92A""",9
2035,Toyota Harrier,Automatic,2000.0,Kenyan Used,2015,3199999.0,Toyota,Harrier,9
2036,Volkswagen Polo Gti,Automatic,1800.0,Foreign Used,2016,2549999.0,Volkswagen,Polo Gti,8
2037,Mazda Atenza 2.2D,Automatic,2200.0,Foreign Used,2016,2449999.0,Mazda,Atenza 2.2D,8
2038,Nissan Xtrail Hybrid,Automatic,2000.0,Foreign Used,2016,2599999.0,Nissan,Xtrail Hybrid,8
2039,Mitsubishi Pajero,Automatic,3000.0,Kenyan Used,2009,1749999.0,Mitsubishi,Pajero,15
2040,Toyota Axio,Automatic,1500.0,Kenyan Used,2016,1649999.0,Toyota,Axio,8
2041,Nissan Teana,Automatic,2300.0,Kenyan Used,2006,599999.0,Nissan,Teana,18
2042,Volkswagen Jetta Gti,Automatic,2000.0,Kenyan Used,2008,699999.0,Volkswagen,Jetta Gti,16
2043,Toyota Esquire,Automatic,2000.0,Foreign Used,2016,2549999.0,Toyota,Esquire,8
2044,"Bmw 523I 2.0L N20B20 ""F10""",Automatic,2000.0,Kenyan Used,2011,1999999.0,Bmw,"523I 2.0L N20B20 ""F10""",13
2045,"Bmw 320I Touring 2.0L N46Nb20 ""E91""",Automatic,2000.0,Kenyan Used,2010,1149999.0,Bmw,"320I Touring 2.0L N46Nb20 ""E91""",14
2046,Mitsubishi Canter Fe 84,Automatic,4200.0,Kenyan Used,2016,2499999.0,Mitsubishi,Canter Fe 84,8
2047,Alfa Romeo Giulietta Sportiva,Automatic,1400.0,Foreign Used,2016,1799999.0,Alfa Romeo,Giulietta Sportiva,8
2048,Subaru Legacy 2.0L,Automatic,2000.0,Kenyan Used,2005,899999.0,Subaru,Legacy 2.0L,19
2049,Subaru Outback,Automatic,2500.0,Kenyan Used,2010,1349999.0,Subaru,Outback,14
2050,Audi Q5 2.0T S-Line Quattro,Automatic,2000.0,Kenyan Used,2014,3399999.0,Audi,Q5 2.0T S-Line Quattro,10
2051,Toyota Avensis,Automatic,1800.0,Foreign Used,2015,1799999.0,Toyota,Avensis,9
2052,Subaru Outback 2.5L,Automatic,2500.0,Foreign Used,2015,2699999.0,Subaru,Outback 2.5L,9
2053,Daihatsu Mira,Automatic,660.0,Foreign Used,2016,839999.0,Daihatsu,Mira,8
2054,Subaru Wrx S4,Automatic,2000.0,Kenyan Used,2015,2199999.0,Subaru,Wrx S4,9
2055,Toyota Allion 1.8L,Automatic,1800.0,Kenyan Used,2013,1599999.0,Toyota,Allion 1.8L,11
2056,"Renault Lutecia Rs ""Iv"" Trophy",Automatic,1600.0,Foreign Used,2016,1699999.0,Renault,"Lutecia Rs ""Iv"" Trophy",8
2057,Isuzu Dmax D Cab 2.5D,Manual,2500.0,Kenyan Used,2020,4249999.0,Isuzu,Dmax D Cab 2.5D,4
2058,Toyota Landcruiser Prado Tx,Automatic,2700.0,Kenyan Used,2019,6299999.0,Toyota,Landcruiser Prado Tx,5
2059,"Audi A4 Allroad ""B8""",Automatic,2000.0,Kenyan Used,2015,3449999.0,Audi,"A4 Allroad ""B8""",9
